audio,duuration,size,time_to_start,cpu_to_start,mem_to_start,time_to_validate,cpu_to_validate,mem_to_validate,time_to_save,cpu_to_save,mem_to_save,time_to_generate,cpu_to_generate,mem_to_generate
media/audio/XC793206_-_Common_Iora_-_Aegithina_tiphia_philipi.mp3,90.65222916666667,3633463,1.9073486328125e-06,23.6,93.2,0.333573579788208,95.5,93.3,0.24642658233642578,75.3,93.3,11.691592454910278,47.7,94.0
media/audio/XC397743_-_Common_Iora_-_Aegithina_tiphia_philipi.mp3,91.06285714285714,1461691,1.9073486328125e-06,25.9,95.4,0.22275733947753906,39.3,95.5,0.06055855751037598,12.0,95.5,14.518267393112183,43.4,94.2
media/audio/indo_XC151610_-_Zebra_Dove_-_Geopelia_striata_ksy9yoX.mp3,102.72,2467048,2.1457672119140625e-06,25.2,92.9,0.6293914318084717,61.6,93.2,0.23724079132080078,56.5,93.3,21.74844980239868,59.6,93.1
media/audio/malaysia_XC522909_-_Zebra_Dove_-_Geopelia_striata.mp3,120.0,2881454,2.384185791015625e-06,42.5,92.4,0.31546878814697266,55.4,92.6,0.7260525226593018,35.4,92.6,19.334275722503662,63.5,92.9
media/audio/malaysia_XC560520_-_Zebra_Dove_-_Geopelia_striata.mp3,80.84621315192744,1941673,2.6226043701171875e-06,23.1,92.8,0.18663430213928223,63.5,92.8,0.5535352230072021,5.7,92.8,11.137398719787598,49.9,93.5
media/audio/malay_XC618483_-_Zebra_Dove_-_Geopelia_striata.mp3,40.64,976814,2.384185791015625e-06,28.7,93.8,0.1163949966430664,57.8,92.5,0.19693207740783691,20.5,92.5,5.342676401138306,68.7,93.6
media/audio/malay_XC666195_-_Zebra_Dove_-_Geopelia_striata.mp3,39.39453514739229,670419,2.384185791015625e-06,34.7,93.7,0.1734170913696289,50.7,93.8,0.2636706829071045,48.1,93.8,5.612508296966553,56.0,94.5
media/audio/phili_XC347811_-_Zebra_Dove_-_Geopelia_striata1.mp3,44.97598639455782,1080886,1.9073486328125e-06,26.6,93.9,0.1003415584564209,33.3,93.9,0.061563968658447266,4.8,94.0,5.779233455657959,68.5,94.8
media/audio/singa_XC40043_-_Zebra_Dove_-_Geopelia_striata.mp3,41.84816326530612,1005653,1.6689300537109375e-06,27.3,94.7,0.09400773048400879,33.3,94.7,0.22360563278198242,7.1,94.7,6.515674591064453,54.9,94.5
media/audio/singa_XC764718_-_Zebra_Dove_-_Geopelia_striata.mp3,54.013125,686301,1.6689300537109375e-06,26.5,94.5,0.13222026824951172,79.2,94.5,0.15097498893737793,59.3,94.5,7.859215497970581,65.1,94.9
